AFP_ENG_20090531.0001	0	58	Chile swine flu cases jump to 276	NNP VBP NN NNS VBP TO CD	B-NP B-VP B-NP I-NP B-VP B-PP O	0 6 12 16 22 27 30	amod(flu_NN_2_12, swine_JJ_1_6); nn(cases_NNS_3_16, Chile_NNP_0_0); nn(cases_NNS_3_16, flu_NN_2_12); nsubj(jump_VBP_4_22, cases_NNS_3_16); prep(jump_VBP_4_22, to_IN_5_27); pobj(to_IN_5_27, 276_CD_6_30)
AFP_ENG_20090531.0001	11	1718	In the Dominican Republic officials confirmed nine cases of the disease , raising the country 's total to 11 , a day after Santo Domingo rebuffed a Russian claim that the Caribbean island was underreporting its cases in a bid to boost tourism .	IN DT NNP NNP NNS VBD CD NNS IN DT NN , VBG DT NN POS NN TO CD , DT NN IN NNP NNP VBD DT JJ NN IN DT NNP NN VBD VBG PRP$ NNS IN DT NN TO VB NN .	B-PP B-NP I-NP I-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP B-NP I-NP B-PP B-NP O B-NP I-NP B-PP B-NP I-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP B-VP I-VP B-NP O	0 3 7 17 26 36 46 51 57 60 64 71 73 81 85 92 95 101 104 106 108 110 114 120 126 134 143 145 153 159 164 168 178 185 189 204 208 214 217 219 223 226 232 239	pobj(In_IN_0_0, officials_NNS_4_26); nn(Republic_NNP_3_17, Dominican_NNP_2_7); det(officials_NNS_4_26, the_DT_1_3); nn(officials_NNS_4_26, Republic_NNP_3_17); prep(confirmed_VBD_5_36, In_IN_0_0); dobj(confirmed_VBD_5_36, cases_NNS_7_51); punct(confirmed_VBD_5_36, ,_,_11_71); advcl(confirmed_VBD_5_36, raising_VBG_12_73); num(cases_NNS_7_51, nine_CD_6_46); prep(cases_NNS_7_51, of_IN_8_57); pobj(of_IN_8_57, disease_NN_10_64); det(disease_NN_10_64, the_DT_9_60); dobj(raising_VBG_12_73, total_NN_16_95); prep(raising_VBG_12_73, to_IN_17_101); det(country_NN_14_85, the_DT_13_81); possessive(country_NN_14_85, 's_POS_15_92); poss(total_NN_16_95, country_NN_14_85); pobj(to_IN_17_101, 11_CD_18_104); det(day_NN_21_110, a_DT_20_108); nn(Domingo_NNP_24_126, Santo_NNP_23_120); advcl(rebuffed_VBD_25_134, confirmed_VBD_5_36); punct(rebuffed_VBD_25_134, ,_,_19_106); npadvmod(rebuffed_VBD_25_134, day_NN_21_110); mark(rebuffed_VBD_25_134, after_IN_22_114); nsubj(rebuffed_VBD_25_134, Domingo_NNP_24_126); dobj(rebuffed_VBD_25_134, claim_NN_28_153); punct(rebuffed_VBD_25_134, ._._43_239); det(claim_NN_28_153, a_DT_26_143); amod(claim_NN_28_153, Russian_JJ_27_145); ccomp(claim_NN_28_153, underreporting_VBG_34_189); det(island_NN_32_178, the_DT_30_164); amod(island_NN_32_178, Caribbean_JJ_31_168); complm(underreporting_VBG_34_189, that_IN_29_159); nsubj(underreporting_VBG_34_189, island_NN_32_178); aux(underreporting_VBG_34_189, was_VBD_33_185); dobj(underreporting_VBG_34_189, cases_NNS_36_208); prep(underreporting_VBG_34_189, in_IN_37_214); poss(cases_NNS_36_208, its_PRP$_35_204); pobj(in_IN_37_214, bid_NN_39_219); det(bid_NN_39_219, a_DT_38_217); infmod(bid_NN_39_219, boost_VB_41_226); aux(boost_VB_41_226, to_TO_40_223); dobj(boost_VB_41_226, tourism_NN_42_232)
AFP_ENG_20090531.0001	12	1968	" We fear that in reality , the situation is very different , " Gennady Onishchenko , Russia 's chief sanitary inspector , had told the Interfax news agency in response to the island reporting only two cases .	`` PRP VBP IN IN NN , DT NN VBZ RB JJ , '' NNP NNP , NNP POS JJ JJ NN , VBD VBN DT NNP NN NN IN NN TO DT NN VBG RB CD NNS .	O B-NP B-VP B-SBAR B-PP B-NP O B-NP I-NP B-VP B-ADJP I-ADJP O O B-NP I-NP O B-NP B-NP I-NP I-NP I-NP O B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP B-PP B-NP I-NP B-VP B-NP I-NP I-NP O	0 1 4 9 14 17 24 26 30 40 43 48 57 58 60 68 79 81 87 90 96 105 114 116 120 125 129 138 143 150 153 162 165 169 176 186 191 195 200	punct(fear_VBP_2_4, "_``_0_0); nsubj(fear_VBP_2_4, We_PRP_1_1); ccomp(fear_VBP_2_4, is_VBZ_9_40); ccomp(fear_VBP_2_4, told_VBN_24_120); punct(fear_VBP_2_4, ._._38_200); pobj(in_IN_4_14, reality_NN_5_17); det(situation_NN_8_30, the_DT_7_26); complm(is_VBZ_9_40, that_IN_3_9); prep(is_VBZ_9_40, in_IN_4_14); punct(is_VBZ_9_40, ,_,_6_24); nsubj(is_VBZ_9_40, situation_NN_8_30); acomp(is_VBZ_9_40, different_JJ_11_48); advmod(different_JJ_11_48, very_RB_10_43); nn(Onishchenko_NNP_15_68, Gennady_NNP_14_60); punct(Onishchenko_NNP_15_68, ,_,_16_79); appos(Onishchenko_NNP_15_68, inspector_NN_21_105); punct(Onishchenko_NNP_15_68, ,_,_22_114); possessive(Russia_NNP_17_81, 's_POS_18_87); poss(inspector_NN_21_105, Russia_NNP_17_81); amod(inspector_NN_21_105, chief_JJ_19_90); amod(inspector_NN_21_105, sanitary_JJ_20_96); punct(told_VBN_24_120, ,_,_12_57); punct(told_VBN_24_120, "_''_13_58); nsubj(told_VBN_24_120, Onishchenko_NNP_15_68); aux(told_VBN_24_120, had_VBD_23_116); dobj(told_VBN_24_120, agency_NN_28_143); prep(told_VBN_24_120, in_IN_29_150); det(agency_NN_28_143, the_DT_25_125); nn(agency_NN_28_143, Interfax_NNP_26_129); nn(agency_NN_28_143, news_NN_27_138); pobj(in_IN_29_150, response_NN_30_153); prep(response_NN_30_153, to_IN_31_162); pobj(to_IN_31_162, island_NN_33_169); det(island_NN_33_169, the_DT_32_165); partmod(island_NN_33_169, reporting_VBG_34_176); dobj(reporting_VBG_34_176, cases_NNS_37_195); advmod(two_CD_36_191, only_RB_35_186); num(cases_NNS_37_195, two_CD_36_191)
AFP_ENG_20090531.0001	13	2179	On Sunday the island 's Ministry of Public Health reported that of the nine new cases one had been hospitalized .	IN NNP DT NN POS NNP IN NNP NNP VBD IN IN DT CD JJ NNS PRP VBD VBN VBN .	B-PP B-NP B-NP I-NP B-NP I-NP B-PP B-NP I-NP B-VP B-SBAR B-PP B-NP I-NP I-NP I-NP B-NP B-VP I-VP I-VP O	0 3 10 14 20 23 32 35 42 49 58 63 66 70 75 79 85 89 93 98 110	pobj(On_IN_0_0, Sunday_NNP_1_3); det(island_NN_3_14, the_DT_2_10); possessive(island_NN_3_14, 's_POS_4_20); poss(Ministry_NNP_5_23, island_NN_3_14); prep(Ministry_NNP_5_23, of_IN_6_32); pobj(of_IN_6_32, Health_NNP_8_42); nn(Health_NNP_8_42, Public_NNP_7_35); prep(reported_VBD_9_49, On_IN_0_0); nsubj(reported_VBD_9_49, Ministry_NNP_5_23); ccomp(reported_VBD_9_49, hospitalized_VBN_19_98); punct(reported_VBD_9_49, ._._20_110); pobj(of_IN_11_63, cases_NNS_15_79); det(cases_NNS_15_79, the_DT_12_66); num(cases_NNS_15_79, nine_CD_13_70); amod(cases_NNS_15_79, new_JJ_14_75); complm(hospitalized_VBN_19_98, that_IN_10_58); prep(hospitalized_VBN_19_98, of_IN_11_63); nsubjpass(hospitalized_VBN_19_98, one_CD_16_85); aux(hospitalized_VBN_19_98, had_VBD_17_89); auxpass(hospitalized_VBN_19_98, been_VBN_18_93)
AFP_ENG_20090531.0001	14	2300	In Peru health authorities said they had confirmed two more cases of the virus , bringing the country 's total to 40 .	IN NNP NN NNS VBD PRP VBD VBN CD JJR NNS IN DT NN , VBG DT NN POS JJ TO CD .	B-PP B-NP I-NP I-NP B-VP B-NP B-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP B-NP I-NP B-PP B-NP O	0 3 8 15 27 32 37 41 51 55 60 66 69 73 78 80 89 93 100 103 109 112 114	pobj(In_IN_0_0, authorities_NNS_3_15); nn(authorities_NNS_3_15, Peru_NNP_1_3); nn(authorities_NNS_3_15, health_NN_2_8); prep(said_VBD_4_27, In_IN_0_0); ccomp(said_VBD_4_27, confirmed_VBN_7_41); punct(said_VBD_4_27, ._._22_114); nsubj(confirmed_VBN_7_41, they_PRP_5_32); aux(confirmed_VBN_7_41, had_VBD_6_37); dobj(confirmed_VBN_7_41, cases_NNS_10_60); punct(confirmed_VBN_7_41, ,_,_14_78); advcl(confirmed_VBN_7_41, bringing_VBG_15_80); num(cases_NNS_10_60, two_CD_8_51); amod(cases_NNS_10_60, more_JJR_9_55); prep(cases_NNS_10_60, of_IN_11_66); pobj(of_IN_11_66, virus_NN_13_73); det(virus_NN_13_73, the_DT_12_69); dobj(bringing_VBG_15_80, total_NN_19_103); prep(bringing_VBG_15_80, to_IN_20_109); det(country_NN_17_93, the_DT_16_89); possessive(country_NN_17_93, 's_POS_18_100); poss(total_NN_19_103, country_NN_17_93); pobj(to_IN_20_109, 40_CD_21_112)
AFP_ENG_20090531.0001	15	2425	Both cases were found in Lima and are recovering well on medication at home , officials said .	DT NNS VBD VBN IN NNP CC VBP VBG RB IN NN IN NN , NNS VBD .	B-NP I-NP B-VP I-VP B-PP B-NP O B-VP I-VP B-ADVP B-PP B-NP B-PP B-NP O B-NP B-VP O	0 5 11 16 22 25 30 34 38 49 54 57 68 71 75 77 87 91	det(cases_NNS_1_5, Both_DT_0_0); nsubjpass(found_VBN_3_16, cases_NNS_1_5); auxpass(found_VBN_3_16, were_VBD_2_11); prep(found_VBN_3_16, in_IN_4_22); cc(found_VBN_3_16, and_CC_6_30); conj(found_VBN_3_16, recovering_VBG_8_38); pobj(in_IN_4_22, Lima_NNP_5_25); aux(recovering_VBG_8_38, are_VBP_7_34); advmod(recovering_VBG_8_38, well_RB_9_49); prep(recovering_VBG_8_38, on_IN_10_54); prep(recovering_VBG_8_38, at_IN_12_68); pobj(on_IN_10_54, medication_NN_11_57); pobj(at_IN_12_68, home_NN_13_71); ccomp(said_VBD_16_87, found_VBN_3_16); punct(said_VBD_16_87, ,_,_14_75); nsubj(said_VBD_16_87, officials_NNS_15_77); punct(said_VBD_16_87, ._._17_91)
AFP_ENG_20090531.0001	16	2527	Brazil also confirmed four new cases , which brought the country 's total number to 20 .	NNP RB VBD CD JJ NNS , WDT VBD DT NN POS JJ NN TO CD .	B-NP B-ADVP B-VP B-NP I-NP I-NP O B-NP B-VP B-NP I-NP B-NP I-NP I-NP B-PP B-NP O	0 7 12 22 27 31 36 38 44 52 56 63 66 72 79 82 84	nsubj(confirmed_VBD_2_12, Brazil_NNP_0_0); advmod(confirmed_VBD_2_12, also_RB_1_7); dobj(confirmed_VBD_2_12, cases_NNS_5_31); punct(confirmed_VBD_2_12, ._._16_84); num(cases_NNS_5_31, four_CD_3_22); amod(cases_NNS_5_31, new_JJ_4_27); punct(cases_NNS_5_31, ,_,_6_36); rcmod(cases_NNS_5_31, brought_VBD_8_44); nsubj(brought_VBD_8_44, which_WDT_7_38); dobj(brought_VBD_8_44, number_NN_13_72); prep(brought_VBD_8_44, to_IN_14_79); det(country_NN_10_56, the_DT_9_52); possessive(country_NN_10_56, 's_POS_11_63); poss(number_NN_13_72, country_NN_10_56); amod(number_NN_13_72, total_JJ_12_66); pobj(to_IN_14_79, 20_CD_15_82)
AFP_ENG_20090531.0001	17	2622	At its last count at the end of last week Mexican authorities said 97 people had died from the disease and that 4,932 had been infected .	IN PRP$ JJ NN IN DT NN IN JJ NN NNP NNS VBD CD NNS VBD VBN IN DT NN CC IN CD VBD VBN VBN .	B-PP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP B-NP I-NP B-VP B-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-SBAR B-NP B-VP I-VP I-VP O	0 3 7 12 18 21 25 29 32 37 42 50 62 67 70 77 81 86 91 95 103 107 112 118 122 127 135	pobj(At_IN_0_0, count_NN_3_12); poss(count_NN_3_12, its_PRP$_1_3); amod(count_NN_3_12, last_JJ_2_7); prep(count_NN_3_12, at_IN_4_18); pobj(at_IN_4_18, end_NN_6_25); det(end_NN_6_25, the_DT_5_21); prep(end_NN_6_25, of_IN_7_29); npadvmod(end_NN_6_25, week_NN_9_37); amod(week_NN_9_37, last_JJ_8_32); amod(authorities_NNS_11_50, Mexican_JJ_10_42); prep(said_VBD_12_62, At_IN_0_0); nsubj(said_VBD_12_62, authorities_NNS_11_50); ccomp(said_VBD_12_62, died_VBN_16_81); punct(said_VBD_12_62, ._._26_135); num(people_NNS_14_70, 97_CD_13_67); nsubj(died_VBN_16_81, people_NNS_14_70); aux(died_VBN_16_81, had_VBD_15_77); prep(died_VBN_16_81, from_IN_17_86); cc(died_VBN_16_81, and_CC_20_103); conj(died_VBN_16_81, infected_VBN_25_127); pobj(from_IN_17_86, disease_NN_19_95); det(disease_NN_19_95, the_DT_18_91); mark(infected_VBN_25_127, that_IN_21_107); nsubjpass(infected_VBN_25_127, 4,932_CD_22_112); aux(infected_VBN_25_127, had_VBD_23_118); auxpass(infected_VBN_25_127, been_VBN_24_122)
AFP_ENG_20090531.0001	18	2759	Officials however maintained that the epidemic was on the wane there .	NNS RB VBD IN DT NN VBD IN DT NN RB .	B-NP B-ADVP B-VP B-SBAR B-NP I-NP B-VP B-PP B-NP I-NP B-ADVP O	0 10 18 29 34 38 47 51 54 58 63 68	nsubj(maintained_VBD_2_18, Officials_NNS_0_0); advmod(maintained_VBD_2_18, however_RB_1_10); ccomp(maintained_VBD_2_18, was_VBD_6_47); punct(maintained_VBD_2_18, ._._11_68); det(epidemic_NN_5_38, the_DT_4_34); complm(was_VBD_6_47, that_IN_3_29); nsubj(was_VBD_6_47, epidemic_NN_5_38); prep(was_VBD_6_47, on_IN_7_51); pobj(on_IN_7_51, wane_NN_9_58); det(wane_NN_9_58, the_DT_8_54); advmod(wane_NN_9_58, there_RB_10_63)
AFP_ENG_20090531.0002	0	58	Basketball : Despite sting of defeat , James says Cavs on right track	NN : IN VBG IN NN , NNP VBZ NNP IN JJ NN	B-NP O B-PP B-VP B-PP B-NP O B-NP B-VP B-NP B-PP B-NP I-NP	0 10 12 20 26 29 35 37 43 48 53 56 62	punct(Basketball_NN_0_0, :_:_1_10); prep(Basketball_NN_0_0, Despite_IN_2_12); pobj(Despite_IN_2_12, sting_VBG_3_20); prep(sting_VBG_3_20, of_IN_4_26); pobj(of_IN_4_26, defeat_NN_5_29); dep(says_VBZ_8_43, Basketball_NN_0_0); punct(says_VBZ_8_43, ,_,_6_35); nsubj(says_VBZ_8_43, James_NNP_7_37); npadvmod(says_VBZ_8_43, Cavs_NNP_9_48); prep(says_VBZ_8_43, on_IN_10_53); pobj(on_IN_10_53, track_NN_12_62); amod(track_NN_12_62, right_JJ_11_56)
AFP_ENG_20090531.0002	1	208	National Basketball Association Most Valuable Player LeBron James insisted Sunday that Cleveland were on the right track , despite their painful failure to reach the NBA finals .	NNP NNP NNP JJS NNP NNP NNP NNP VBD NNP IN NNP VBD IN DT JJ NN , IN PRP$ JJ NN TO VB DT NNP NNS .	B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP B-SBAR B-NP B-VP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP B-VP I-VP B-NP I-NP I-NP O	0 9 20 32 37 46 53 60 66 75 82 87 97 102 105 109 115 120 122 130 136 144 152 155 161 165 169 175	nn(Association_NNP_2_20, Basketball_NNP_1_9); nn(Valuable_NNP_4_37, Most_NNP_3_32); nn(James_NNP_7_60, National_NNP_0_0); nn(James_NNP_7_60, Association_NNP_2_20); nn(James_NNP_7_60, Valuable_NNP_4_37); nn(James_NNP_7_60, Player_NNP_5_46); nn(James_NNP_7_60, LeBron_NNP_6_53); nsubj(insisted_VBD_8_66, James_NNP_7_60); npadvmod(insisted_VBD_8_66, Sunday_NNP_9_75); ccomp(insisted_VBD_8_66, were_VBD_12_97); punct(insisted_VBD_8_66, ._._27_175); complm(were_VBD_12_97, that_IN_10_82); nsubj(were_VBD_12_97, Cleveland_NNP_11_87); prep(were_VBD_12_97, on_IN_13_102); punct(were_VBD_12_97, ,_,_17_120); prep(were_VBD_12_97, despite_IN_18_122); pobj(on_IN_13_102, track_NN_16_115); det(track_NN_16_115, the_DT_14_105); amod(track_NN_16_115, right_JJ_15_109); pobj(despite_IN_18_122, failure_NN_21_144); poss(failure_NN_21_144, their_PRP$_19_130); amod(failure_NN_21_144, painful_JJ_20_136); infmod(failure_NN_21_144, reach_VB_23_155); aux(reach_VB_23_155, to_TO_22_152); dobj(reach_VB_23_155, finals_NNS_26_169); det(finals_NNS_26_169, the_DT_24_161); nn(finals_NNS_26_169, NBA_NNP_25_165)
AFP_ENG_20090531.0002	2	394	James could n't bring himself to address the media or congratulate the players of the Orlando Magic on Saturday night , after the Magic defeated the Cavs in game six of the Eastern Conference finals to reach the league 's championship series .	NNP MD RB VB PRP TO VB DT NNS CC VB DT NNS IN DT NNP NNP IN NNP NN , IN DT NNP VBD DT NNP IN NN CD IN DT NNP NNP NNS TO VB DT NN POS NN NN .	B-NP B-VP I-VP I-VP B-NP B-VP I-VP B-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-PP B-NP I-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP I-VP B-NP I-NP B-NP I-NP I-NP O	0 6 11 15 21 29 32 40 44 50 53 66 70 78 81 85 93 99 102 111 116 118 124 128 134 143 147 152 155 160 164 167 171 179 190 197 200 206 210 216 219 232 238	nsubj(bring_VB_3_15, James_NNP_0_0); aux(bring_VB_3_15, could_MD_1_6); neg(bring_VB_3_15, n't_RB_2_11); dobj(bring_VB_3_15, himself_PRP_4_21); advcl(bring_VB_3_15, address_VB_6_32); aux(address_VB_6_32, to_TO_5_29); dobj(address_VB_6_32, media_NNS_8_44); cc(address_VB_6_32, or_CC_9_50); conj(address_VB_6_32, congratulate_VBP_10_53); det(media_NNS_8_44, the_DT_7_40); dobj(congratulate_VBP_10_53, players_NNS_12_70); prep(congratulate_VBP_10_53, on_IN_17_99); det(players_NNS_12_70, the_DT_11_66); prep(players_NNS_12_70, of_IN_13_78); pobj(of_IN_13_78, Magic_NNP_16_93); det(Magic_NNP_16_93, the_DT_14_81); nn(Magic_NNP_16_93, Orlando_NNP_15_85); pobj(on_IN_17_99, night_NN_19_111); nn(night_NN_19_111, Saturday_NNP_18_102); det(Magic_NNP_23_128, the_DT_22_124); ccomp(defeated_VBD_24_134, bring_VB_3_15); punct(defeated_VBD_24_134, ,_,_20_116); mark(defeated_VBD_24_134, after_IN_21_118); nsubj(defeated_VBD_24_134, Magic_NNP_23_128); dobj(defeated_VBD_24_134, Cavs_NNPS_26_147); prep(defeated_VBD_24_134, in_IN_27_152); advcl(defeated_VBD_24_134, reach_VB_36_200); punct(defeated_VBD_24_134, ._._42_238); det(Cavs_NNPS_26_147, the_DT_25_143); pobj(in_IN_27_152, game_NN_28_155); num(game_NN_28_155, six_CD_29_160); prep(game_NN_28_155, of_IN_30_164); pobj(of_IN_30_164, finals_NNS_34_190); nn(Conference_NNP_33_179, Eastern_NNP_32_171); det(finals_NNS_34_190, the_DT_31_167); nn(finals_NNS_34_190, Conference_NNP_33_179); aux(reach_VB_36_200, to_TO_35_197); dobj(reach_VB_36_200, series_NN_41_232); det(league_NN_38_210, the_DT_37_206); possessive(league_NN_38_210, 's_POS_39_216); poss(series_NN_41_232, league_NN_38_210); nn(series_NN_41_232, championship_NN_40_219)
AFP_ENG_20090531.0002	3	643	But as he and teammates gathered for the last team meeting of the season here on Sunday , James tried to put a positive spin on the Cavaliers season .	CC IN PRP CC NNS VBD IN DT JJ NN NN IN DT NN RB IN NNP , NNP VBD TO VB DT JJ NN IN DT NNP NN .	O B-SBAR B-NP O B-NP B-VP B-PP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-ADVP B-PP B-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP O	0 4 7 10 14 24 33 37 41 46 51 59 62 66 73 78 81 87 89 95 101 104 108 110 119 124 127 131 141 147	cc(he_PRP_2_7, and_CC_3_10); conj(he_PRP_2_7, teammates_VBZ_4_14); dobj(teammates_VBZ_4_14, gathered_VBN_5_24); prep(gathered_VBN_5_24, for_IN_6_33); pobj(for_IN_6_33, meeting_NN_10_51); amod(team_NN_9_46, last_JJ_8_41); det(meeting_NN_10_51, the_DT_7_37); nn(meeting_NN_10_51, team_NN_9_46); prep(meeting_NN_10_51, of_IN_11_59); prep(meeting_NN_10_51, on_IN_15_78); pobj(of_IN_11_59, season_NN_13_66); det(season_NN_13_66, the_DT_12_62); advmod(season_NN_13_66, here_RB_14_73); pobj(on_IN_15_78, Sunday_NNP_16_81); mark(tried_VBD_19_95, as_IN_1_4); nsubj(tried_VBD_19_95, he_PRP_2_7); punct(tried_VBD_19_95, ,_,_17_87); nsubj(tried_VBD_19_95, James_NNP_18_89); xcomp(tried_VBD_19_95, put_VB_21_104); punct(tried_VBD_19_95, ._._29_147); aux(put_VB_21_104, to_TO_20_101); dobj(put_VB_21_104, spin_NN_24_119); prep(put_VB_21_104, on_IN_25_124); det(spin_NN_24_119, a_DT_22_108); amod(spin_NN_24_119, positive_JJ_23_110); pobj(on_IN_25_124, season_NN_28_141); cc(season_NN_28_141, But_CC_0_0); det(season_NN_28_141, the_DT_26_127); nn(season_NN_28_141, Cavaliers_NNP_27_131)
AFP_ENG_20090531.0002	4	801	Cleveland notched the best record in the regular season with 66 victories , won their division and swept to victory in four games in each of their first two playoff series .	NNP VBD DT JJS NN IN DT JJ NN IN CD NNS , VBD PRP$ NN CC VBD TO NN IN CD NNS IN DT IN PRP$ JJ CD NN NN .	B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP O B-VP B-NP I-NP O B-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP O	0 10 18 22 27 34 37 41 49 56 61 64 73 75 79 85 94 98 104 107 115 118 123 129 132 137 140 146 152 156 164 170	nsubj(notched_VBD_1_10, Cleveland_NNP_0_0); dobj(notched_VBD_1_10, record_NN_4_27); prep(notched_VBD_1_10, with_IN_9_56); punct(notched_VBD_1_10, ,_,_12_73); conj(notched_VBD_1_10, won_VBD_13_75); punct(notched_VBD_1_10, ._._31_170); det(record_NN_4_27, the_DT_2_18); amod(record_NN_4_27, best_JJS_3_22); prep(record_NN_4_27, in_IN_5_34); pobj(in_IN_5_34, season_NN_8_49); det(season_NN_8_49, the_DT_6_37); amod(season_NN_8_49, regular_JJ_7_41); pobj(with_IN_9_56, victories_NNS_11_64); num(victories_NNS_11_64, 66_CD_10_61); dobj(won_VBD_13_75, division_NN_15_85); cc(won_VBD_13_75, and_CC_16_94); conj(won_VBD_13_75, swept_VBD_17_98); poss(division_NN_15_85, their_PRP$_14_79); prep(swept_VBD_17_98, to_IN_18_104); prep(swept_VBD_17_98, in_IN_20_115); pobj(to_IN_18_104, victory_NN_19_107); pobj(in_IN_20_115, games_NNS_22_123); num(games_NNS_22_123, four_CD_21_118); prep(games_NNS_22_123, in_IN_23_129); pobj(in_IN_23_129, each_DT_24_132); prep(each_DT_24_132, of_IN_25_137); pobj(of_IN_25_137, series_NN_30_164); poss(series_NN_30_164, their_PRP$_26_140); amod(series_NN_30_164, first_JJ_27_146); num(series_NN_30_164, two_CD_28_152); nn(series_NN_30_164, playoff_NN_29_156)
AFP_ENG_20090531.0002	5	982	Then they ran into the surprising Magic , who had already ousted reigning champions Boston in seven games , and even " King " James 's heroics could n't save them .	RB PRP VBD IN DT JJ NNP , WP VBD RB VBN VBG NNS NNP IN CD NNS , CC RB `` NNP `` NNP POS NNS MD RB VB PRP .	B-ADVP B-NP B-VP B-PP B-NP I-NP I-NP O B-NP B-VP I-VP I-VP I-VP B-NP I-NP B-PP B-NP I-NP O O B-NP I-NP I-NP O B-NP B-NP I-NP B-VP I-VP I-VP B-NP O	0 5 10 14 19 23 34 39 41 45 49 57 64 73 83 90 93 99 104 106 110 115 116 120 122 127 130 138 143 147 152 156	advmod(ran_VBD_2_10, Then_RB_0_0); nsubj(ran_VBD_2_10, they_PRP_1_5); prep(ran_VBD_2_10, into_IN_3_14); advcl(ran_VBD_2_10, save_VB_29_147); punct(ran_VBD_2_10, ._._31_156); pobj(into_IN_3_14, Magic_NNP_6_34); cc(into_IN_3_14, and_CC_19_106); pobj(into_IN_3_14, heroics_NNS_26_130); det(Magic_NNP_6_34, the_DT_4_19); amod(Magic_NNP_6_34, surprising_JJ_5_23); punct(Magic_NNP_6_34, ,_,_7_39); rcmod(Magic_NNP_6_34, ousted_VBN_11_57); punct(Magic_NNP_6_34, ,_,_18_104); nsubj(ousted_VBN_11_57, who_WP_8_41); aux(ousted_VBN_11_57, had_VBD_9_45); advmod(ousted_VBN_11_57, already_RB_10_49); dobj(ousted_VBN_11_57, Boston_NNP_14_83); prep(ousted_VBN_11_57, in_IN_15_90); amod(champions_NNS_13_73, reigning_VBG_12_64); nn(Boston_NNP_14_83, champions_NNS_13_73); pobj(in_IN_15_90, games_NNS_17_99); num(games_NNS_17_99, seven_CD_16_93); advmod(King_NNP_22_116, even_RB_20_110); punct(King_NNP_22_116, "_``_21_115); punct(King_NNP_22_116, "_''_23_120); possessive(James_NNP_24_122, 's_POS_25_127); nn(heroics_NNS_26_130, King_NNP_22_116); poss(heroics_NNS_26_130, James_NNP_24_122); aux(save_VB_29_147, could_MD_27_138); neg(save_VB_29_147, n't_RB_28_143); dobj(save_VB_29_147, them_PRP_30_152)
